manual_keep_qian_0_1,manual_exclusion_reason,manual_company_is_actor_0_1,manual_event_date_verified_0_1,manual_event_date_corrected,manual_initiative_type,manual_confidence_1_3,manual_notes,sec_code,sec_name,announcement_date,announcement_title,short_title,candidate_tier,qian_recall_score,query_terms,query_tiers,matched_genai_terms,title_exclusion_reason,announcement_content,action_snippet,denial_snippet,pdf_url,announcement_id,page_column,announcement_type
,,,,,,,,000008,神州高铁,2025-04-18,神州高铁：神州高铁2024年度可持续发展（ESG）报告,神州高铁2024年度可持续发展（ESG）报告,backfill_or_noisy_doc_with_action,5,大模型;盘古大模型,broad_genai_recall;named_model,大模型;盘古大模型,esg_or_internal_control_report,召开神州高铁首届科技创新工作会议，会议邀请了行业专家分别就轨道交通智慧运维及数字化转型、低空经济以及 华为盘古大模型在轨道交通运维中的应用等进行了专题分享和交流,可持续发展（ESG）报告 召开神州高铁首届科技创新工作会议，会议邀请了行业专家分别就轨道交通智慧运维及数字化转型、低空经济以及 华为盘古大模型在轨道交通运维中的应用等进行了专题分享和交流,,https://static.cninfo.com.cn/finalpage/2025-04-19/1223150101.PDF,1223150101,SZZB,01010503||010112||012330
,,,,,,,,000016,深康佳Ａ,2024-04-01,深康佳Ａ：2023年度董事局工作报告,2023年度董事局工作报告,strict_genai_context_without_action,5,大模型;混元大模型,broad_genai_recall,大模型;AI大模型,,彩电业务拟将画质、音质等传统 7 技术与 Mini/Micro LED 新型显示、5G、8K、人工智能、AI大模型,,,https://static.cninfo.com.cn/finalpage/2024-04-02/1219494203.PDF,1219494203,SZZB,01010503||010112||012399
,,,,,,,,000016,深康佳Ａ,2024-04-01,深康佳Ａ：2023年年度报告,2023年年度报告,strict_genai_context_without_action,4,大模型;模型备案;混元大模型,broad_genai_recall;registry_recall,大模型;AI大模型,periodic_report,彩电业务拟将画质、音质等传统技术与Mini/Micro LED新型显示、5G、8K、人工智能、AI大模型,,,https://static.cninfo.com.cn/finalpage/2024-04-02/1219494193.PDF,1219494193,SZZB,01010503||010112||010301
,,,,,,,,000016,深康佳Ａ,2024-05-31,深康佳Ａ：2023年年度股东大会会议文件,2023年年度股东大会会议文件,strict_genai_context_without_action,5,大模型;混元大模型,broad_genai_recall,大模型;AI大模型,,彩电业务拟将画质、音质等传统技术与 Mini/Micro LED 新型显示、5G、8K、人工智能、AI大模型,,,https://static.cninfo.com.cn/finalpage/2024-06-01/1220223150.PDF,1220223150,SZZB,01010503||010112||011906
,,,,,,,,000021,深科技,2023-08-29,深科技：2023年半年度报告,2023年半年度报告,backfill_or_noisy_doc_with_action,6,ChatGPT;模型备案;混元大模型;生成式AI,broad_genai_recall;core_recall;registry_recall,GPT;生成式AI;ChatGPT,periodic_report,2023年，以ChatGPT为代表的生成式AI掀起人工智能热潮，AI+多场景应用将进一步拓展与深入。,深科技：2023年半年度报告 2023年半年度报告 2023年，以ChatGPT为代表的生成式AI掀起人工智能热潮，AI+多场景应用将进一步拓展与深入。,,https://static.cninfo.com.cn/finalpage/2023-08-30/1217690596.PDF,1217690596,SZZB,01010503||010112||010303
,,,,,,,,000021,深科技,2025-04-24,深科技：2024年年度报告,2024年年度报告,backfill_or_noisy_doc_with_action,5,大模型;模型备案;混元大模型;生成式AI,broad_genai_recall;core_recall;registry_recall,生成式 AI,periodic_report,存储半导体行业在生成式 AI、高性能计算、新能源汽车及存储技术升级等新兴技术的推动下，全球半导体市场强劲复苏,深科技：2024年年度报告 2024年年度报告 存储半导体行业在生成式 AI、高性能计算、新能源汽车及存储技术升级等新兴技术的推动下，全球半导体市场强劲复苏,,https://static.cninfo.com.cn/finalpage/2025-04-25/1223270327.PDF,1223270327,SZZB,01010503||010112||010301
,,,,,,,,000021,深科技,2025-08-27,深科技：2025年半年度报告,2025年半年度报告,backfill_or_noisy_doc_with_action,5,大模型;生成式AI,broad_genai_recall;core_recall,生成式 AI,periodic_report,存储半导体行业在生成式 AI、高性能计算、新能源汽车及存储技术升级等新兴技术的推动下，全球半导体市场正迎来显著复苏,深科技：2025年半年度报告 2025年半年度报告 存储半导体行业在生成式 AI、高性能计算、新能源汽车及存储技术升级等新兴技术的推动下，全球半导体市场正迎来显著复苏,,https://static.cninfo.com.cn/finalpage/2025-08-28/1224588163.PDF,1224588163,SZZB,01010503||010112||010303
,,,,,,,,000027,深圳能源,2025-08-27,深圳能源：2025年半年度报告摘要,2025年半年度报告摘要,backfill_or_noisy_doc_with_action,5,大模型;模型备案,broad_genai_recall;registry_recall,大模型,periodic_report,项数智化建设及服务项目，深化管理数字化、产业数字化水平；深入推进“人工智能+能源”工作，与华为联合研发了新能源功率预测大模型,深圳能源：2025年半年度报告摘要 2025年半年度报告摘要 项数智化建设及服务项目，深化管理数字化、产业数字化水平；深入推进“人工智能+能源”工作，与华为联合研发了新能源功率预测大模型,,https://static.cninfo.com.cn/finalpage/2025-08-28/1224599440.PDF,1224599440,SZZB,01010503||010112||010303
,,,,,,,,000027,深圳能源,2025-08-27,深圳能源：2025年半年度报告,2025年半年度报告,backfill_or_noisy_doc_with_action,5,大模型,broad_genai_recall,大模型,periodic_report,项数智化建设及服务项目，深化管理数字化、产业数字化水平；深入推进“人工智能+能源”工作，与华为联合研发了新能源功率预测大模型,深圳能源：2025年半年度报告 2025年半年度报告 项数智化建设及服务项目，深化管理数字化、产业数字化水平；深入推进“人工智能+能源”工作，与华为联合研发了新能源功率预测大模型,,https://static.cninfo.com.cn/finalpage/2025-08-28/1224599450.PDF,1224599450,SZZB,01010503||010112||010303
,,,,,,,,000027,深圳能源,2026-04-16,深圳能源：2025年年度报告摘要,2025年年度报告摘要,backfill_or_noisy_doc_with_action,5,大模型,broad_genai_recall,大模型,periodic_report,产业数字化水平，深入推进“人工智能+能源”工作，在高邮风电、酒泉光伏等 5个场站成功应用新能源功率预测大模型,深圳能源：2025年年度报告摘要 2025年年度报告摘要 产业数字化水平，深入推进“人工智能+能源”工作，在高邮风电、酒泉光伏等 5个场站成功应用新能源功率预测大模型,,https://static.cninfo.com.cn/finalpage/2026-04-17/1225111757.PDF,1225111757,SZZB,01010503||010112||010301
,,,,,,,,000028,国药一致,2023-08-28,国药一致：2023年半年度报告,2023年半年度报告,strict_genai_context_without_action,3,ChatGPT;大模型;混元大模型,broad_genai_recall;core_recall,GPT;ChatGPT,periodic_report,同时，互联网技术飞速发展，包括 ChatGPT等人工智能高新技术可能对行业产生颠覆性影响。,,,https://static.cninfo.com.cn/finalpage/2023-08-29/1217680176.PDF,1217680176,SZZB,01010503||010112||010303
,,,,,,,,000028,国药一致,2026-04-01,国药一致：2025年年度报告,2025年年度报告,backfill_or_noisy_doc_with_action,5,大模型,broad_genai_recall,大模型,periodic_report,（2）以人工智能为代表的新一代信息技术飞速发展，驱动传统行业深层次变革，AI 大模型在大健康领域的垂直应用也促使多元健康需求场景落地,国药一致：2025年年度报告 2025年年度报告 （2）以人工智能为代表的新一代信息技术飞速发展，驱动传统行业深层次变革，AI 大模型在大健康领域的垂直应用也促使多元健康需求场景落地,,https://static.cninfo.com.cn/finalpage/2026-04-02/1225073245.PDF,1225073245,SZZB,01010503||010112||010301
,,,,,,,,000030,富奥股份,2025-04-17,富奥股份：2024环境、社会及治理（ESG）报告,2024环境、社会及治理（ESG）报告,backfill_or_noisy_doc_with_action,5,大模型;大语言模型;语言大模型,broad_genai_recall;core_recall,大模型;语言大模型,esg_or_internal_control_report,智能座舱：集成先进车载电子技术，提供高精度触控，支持 AI 多模态语言大模型，打造安全、舒适、智能的驾乘体验,富奥股份：2024环境、社会及治理（ESG）报告 2024环境、社会及治理（ESG）报告 智能座舱：集成先进车载电子技术，提供高精度触控，支持 AI 多模态语言大模型，打造安全、舒适、智能的驾乘体验,,https://static.cninfo.com.cn/finalpage/2025-04-18/1223124936.PDF,1223124936,SZZB,01010503||010112||012330
,,,,,,,,000032,深桑达Ａ,2024-01-10,深桑达Ａ：2023年度业绩预告,2023年度业绩预告,backfill_or_noisy_doc_with_action,6,大模型;混元大模型,broad_genai_recall,大模型,trading_anomaly_or_value_plan,，全面服务人工智能技术创新、行业应用及创新生态培养；三是在人工智能行业创新方面，公司发布“星智”政务大模型,深桑达Ａ：2023年度业绩预告 2023年度业绩预告 ，全面服务人工智能技术创新、行业应用及创新生态培养；三是在人工智能行业创新方面，公司发布“星智”政务大模型,,https://static.cninfo.com.cn/finalpage/2024-01-11/1218847166.PDF,1218847166,SZZB,01010503||010112||012111
,,,,,,,,000032,深桑达Ａ,2024-04-17,深桑达Ａ：2023年年度报告,2023年年度报告,backfill_or_noisy_doc_with_action,6,ChatGPT;大模型;大语言模型;智谱;模型备案;混元大模型;生成式AI;语言大模型,broad_genai_recall;core_recall;named_model;registry_recall,GPT;大模型;ChatGPT,periodic_report,的快速落地将进一步推动我国数字经济发展152023 年是人工智能大模型的元年，人工智能发展取得重大突破，以 ChatGPT,深桑达Ａ：2023年年度报告 2023年年度报告 的快速落地将进一步推动我国数字经济发展152023 年是人工智能大模型的元年，人工智能发展取得重大突破，以 ChatGPT,,https://static.cninfo.com.cn/finalpage/2024-04-18/1219652709.PDF,1219652709,SZZB,01010503||010112||010301
,,,,,,,,000032,深桑达Ａ,2024-04-17,深桑达Ａ：2023年社会责任报告,2023年社会责任报告,strict_genai_context_without_action,3,大模型,broad_genai_recall,大模型,esg_or_internal_control_report,，在关键行业领域实现垂直领域大模型，助力产业数字化转型。,,,https://static.cninfo.com.cn/finalpage/2024-04-18/1219652687.PDF,1219652687,SZZB,01010503||010112||012330
,,,,,,,,000034,神州数码,2023-05-30,神州数码：神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿）,神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿）,backfill_or_noisy_doc_with_action,6,ChatGPT;大模型;大语言模型;智谱;模型备案;混元大模型;腾讯混元;语言大模型,broad_genai_recall;core_recall;named_model;registry_recall,大模型,offering_or_listing_document,，实现本地化私有模型，不再绑定特定云资源，并且通过大模型的落地，实现零样本的冷启动方案。,债券募集说明书（申报稿） 神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿） ，实现本地化私有模型，不再绑定特定云资源，并且通过大模型的落地，实现零样本的冷启动方案。,,https://static.cninfo.com.cn/finalpage/2023-05-31/1216946368.PDF,1216946368,SZZB,01010501||01010503||010112||010905||012399
,,,,,,,,000034,神州数码,2023-08-18,神州数码：神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿）,神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿）,backfill_or_noisy_doc_with_action,6,ChatGPT;大模型;大语言模型;智谱;模型备案;混元大模型;腾讯混元;语言大模型,broad_genai_recall;core_recall;named_model;registry_recall,GPT;ChatGPT,offering_or_listing_document,公司正在研究基于ChatGPT的技术升级方案，后续将据此对产品进行进一步升级。,特定对象发行可转换公司债券募集说明书（申报稿） 神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿） 公司正在研究基于ChatGPT的技术升级方案，后续将据此对产品进行进一步升级。,,https://static.cninfo.com.cn/finalpage/2023-08-19/1217578677.PDF,1217578677,SZZB,01010501||01010503||010112||010905||012399
,,,,,,,,000034,神州数码,2023-08-24,神州数码：神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（上会稿）,神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（上会稿）,backfill_or_noisy_doc_with_action,6,ChatGPT;大模型;大语言模型;智谱;模型备案;混元大模型;腾讯混元;语言大模型,broad_genai_recall;core_recall;named_model;registry_recall,GPT;ChatGPT,offering_or_listing_document,公司正在研究基于ChatGPT 的技术升级方案，后续将据此对产品进行进一步升级。,定对象发行可转换公司债券募集说明书（上会稿） 神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（上会稿） 公司正在研究基于ChatGPT 的技术升级方案，后续将据此对产品进行进一步升级。,,https://static.cninfo.com.cn/finalpage/2023-08-25/1217635232.PDF,1217635232,SZZB,01010503||010112||010905
,,,,,,,,000039,中集集团,2025-03-27,中集集团：2024年年度报告,2024年年度报告,backfill_or_noisy_doc_with_action,6,大模型;智谱;模型备案;混元大模型;生成式AI,broad_genai_recall;core_recall;named_model;registry_recall,生成式 AI,periodic_report,2024年，中集生成式 AI应用入选沙利文《2024年中国生成式 AI工业制造行业最佳应用实践》，成为工业制造领域两家获评企业之一,中集集团：2024年年度报告 2024年年度报告 2024年，中集生成式 AI应用入选沙利文《2024年中国生成式 AI工业制造行业最佳应用实践》，成为工业制造领域两家获评企业之一,,https://static.cninfo.com.cn/finalpage/2025-03-28/1222938612.pdf,1222938612,SZZB,01010503||010112||010301
,,,,,,,,000039,中集集团,2026-03-26,中集集团：中国国际海运集装箱（集团）股份有限公司2025年度可持续发展暨环境、社会及管治报告,中国国际海运集装箱（集团）股份有限公司2025年度可持续发展暨环境、社会及管治报告,backfill_or_noisy_doc_with_action,6,AIGC;大模型;大语言模型;智谱;模型备案;混元大模型;生成式AI;语言大模型,broad_genai_recall;core_recall;named_model;registry_recall,AIGC,esg_or_internal_control_report,环科AIGC研发助手⸺安瑞小研中集环科推出自主研发的AIGC智能助手――“安瑞小研”，基于研发数据知识图谱,集团）股份有限公司2025年度可持续发展暨环境、社会及管治报告 中国国际海运集装箱（集团）股份有限公司2025年度可持续发展暨环境、社会及管治报告 环科AIGC研发助手⸺安瑞小研中集环科推出自主研发的AIGC智能助手――“安瑞小研”，基于研发数据知识图谱,,https://static.cninfo.com.cn/finalpage/2026-03-27/1225037948.PDF,1225037948,SZZB,01010503||010112||012330
,,,,,,,,000050,深天马Ａ,2024-04-17,深天马Ａ：关于对天马微电子股份有限公司2023年年报的问询函的财务情况说明,关于对天马微电子股份有限公司2023年年报的问询函的财务情况说明,backfill_or_noisy_doc_with_action,6,大模型;混元大模型;生成式AI,broad_genai_recall;core_recall,生成式AI,periodic_report,随着混合办公、在线教育、远程会议等应用场景增多，数字经济兴起和消费者行为的转变，生成式AI带来产品规格升级,天马微电子股份有限公司2023年年报的问询函的财务情况说明 关于对天马微电子股份有限公司2023年年报的问询函的财务情况说明 随着混合办公、在线教育、远程会议等应用场景增多，数字经济兴起和消费者行为的转变，生成式AI带来产品规格升级,,https://static.cninfo.com.cn/finalpage/2024-04-18/1219653585.PDF,1219653585,SZZB,01010903||010112||0129
,,,,,,,,000050,深天马Ａ,2024-04-17,深天马Ａ：关于深圳证券交易所2023年年报问询函回复的公告,关于深圳证券交易所2023年年报问询函回复的公告,backfill_or_noisy_doc_with_action,5,大模型;模型备案;混元大模型;生成式AI,broad_genai_recall;core_recall;registry_recall,生成式AI,periodic_report,随着混合办公、在线教育、远程会议等应用场景增多，数字经济兴起和消费者行为的转变，生成式AI带来产品规格升级,深天马Ａ：关于深圳证券交易所2023年年报问询函回复的公告 关于深圳证券交易所2023年年报问询函回复的公告 随着混合办公、在线教育、远程会议等应用场景增多，数字经济兴起和消费者行为的转变，生成式AI带来产品规格升级,,https://static.cninfo.com.cn/finalpage/2024-04-18/1219653584.PDF,1219653584,SZZB,01010503||010112||012399
,,,,,,,,000050,深天马Ａ,2026-03-13,深天马Ａ：2025年年度报告,2025年年度报告,backfill_or_noisy_doc_with_action,5,大模型;大语言模型;模型备案;混元大模型;生成式AI;语言大模型,broad_genai_recall;core_recall;registry_recall,生成式 AI,periodic_report,此外，随着生成式 AI 技术的发展，带动显示技术持续升级、显示行业需求结构重构、显示场景边界进一步拓展,深天马Ａ：2025年年度报告 2025年年度报告 此外，随着生成式 AI 技术的发展，带动显示技术持续升级、显示行业需求结构重构、显示场景边界进一步拓展,,https://static.cninfo.com.cn/finalpage/2026-03-14/1225009341.PDF,1225009341,SZZB,01010503||010112||010301
,,,,,,,,000058,深 赛 格,2025-08-28,深 赛 格：2025年半年度报告,2025年半年度报告,backfill_or_noisy_doc_with_action,5,模型备案,registry_recall,大模型,periodic_report,新兴业态方面，在 AI 大模型持续升级的背景下，AI硬件集成产品持续迭代升级。,深 赛 格：2025年半年度报告 2025年半年度报告 新兴业态方面，在 AI 大模型持续升级的背景下，AI硬件集成产品持续迭代升级。,,https://static.cninfo.com.cn/finalpage/2025-08-29/1224608164.PDF,1224608164,SZZB,01010503||010112||010303
,,,,,,,,000062,深圳华强,2024-08-30,深圳华强：2024年半年度报告摘要,2024年半年度报告摘要,strict_genai_context_without_action,3,大模型,broad_genai_recall,大模型,periodic_report,开发智能搜索引擎，结合行业特性制定规则配置与算法设置方案，智能识别同一型号的不同表达方式，提升搜索和匹配效率；对接大模型,,,https://static.cninfo.com.cn/finalpage/2024-08-31/1221085759.PDF,1221085759,SZZB,01010503||010112||010303
,,,,,,,,000062,深圳华强,2026-03-26,深圳华强：2025年年度报告摘要,2025年年度报告摘要,backfill_or_noisy_doc_with_action,6,大模型,broad_genai_recall,大模型,periodic_report,公司已实现大模型的私有化部署，并同步采用云服务 API 调用更多大模型进行扩展测试。,深圳华强：2025年年度报告摘要 2025年年度报告摘要 公司已实现大模型的私有化部署，并同步采用云服务 API 调用更多大模型进行扩展测试。,,https://static.cninfo.com.cn/finalpage/2026-03-27/1225034926.PDF,1225034926,SZZB,01010503||010112||010301
,,,,,,,,000062,深圳华强,2026-03-26,深圳华强：2025年年度报告,2025年年度报告,backfill_or_noisy_doc_with_action,6,大模型,broad_genai_recall,大模型,periodic_report,公司已实现大模型的私有化部署，并同步采用云服务 API 调用更多大模型进行扩展测试。,深圳华强：2025年年度报告 2025年年度报告 公司已实现大模型的私有化部署，并同步采用云服务 API 调用更多大模型进行扩展测试。,,https://static.cninfo.com.cn/finalpage/2026-03-27/1225034927.PDF,1225034927,SZZB,01010503||010112||010301
,,,,,,,,000063,中兴通讯,2023-08-18,中兴通讯：2023年半年度报告,2023年半年度报告,strict_genai_context_without_action,3,AIGC;ChatGPT;GPT;大模型;智谱;模型备案;混元大模型;生成式AI,broad_genai_recall;core_recall;named_model;registry_recall,GPT,periodic_report,Z50 Ultra、全球首款 AI裸眼 3D平板电脑 nubia Pad 3D 及全球首款消费级 GPT,,,https://static.cninfo.com.cn/finalpage/2023-08-19/1217574510.PDF,1217574510,SZZB,01010503||010112||010303
,,,,,,,,000063,中兴通讯,2023-08-18,中兴通讯：2023年半年度报告摘要,2023年半年度报告摘要,strict_genai_context_without_action,3,AIGC;ChatGPT;GPT;大模型;混元大模型;生成式AI,broad_genai_recall;core_recall,GPT,periodic_report,Z50 Ultra、全球首款 AI 裸眼 3D 平板电脑 nubia Pad 3D 及全球首款消费级 GPT,,,https://static.cninfo.com.cn/finalpage/2023-08-19/1217574513.PDF,1217574513,SZZB,01010503||010112||010303
,,,,,,,,000063,中兴通讯,2024-02-07,中兴通讯：关于”质量回报双提升“行动方案的公告,关于”质量回报双提升“行动方案的公告,backfill_or_noisy_doc_with_action,5,大模型,broad_genai_recall,大模型,trading_anomaly_or_value_plan,实现关键技术和产品竞争力业界数一数二；基于多年深厚积累的通信领域软硬件研发能力，在算力产品上，从算力基础设施、到软件平台、再到大模型及应用等领域加大投入,中兴通讯：关于”质量回报双提升“行动方案的公告 关于”质量回报双提升“行动方案的公告 实现关键技术和产品竞争力业界数一数二；基于多年深厚积累的通信领域软硬件研发能力，在算力产品上，从算力基础设施、到软件平台、再到大模型及应用等领域加大投入,,https://static.cninfo.com.cn/finalpage/2024-02-08/1219121745.PDF,1219121745,SZZB,01010501||010112||012399
,,,,,,,,000065,北方国际,2026-03-30,北方国际：2025年度ESG报告,2025年度ESG报告,strict_genai_context_without_action,3,大语言模型;智谱;模型备案;语言大模型,core_recall;named_model;registry_recall,大模型,esg_or_internal_control_report,赴阿里巴巴、联想、科大讯飞等高科技企业进行专题调研交流，寻求利用 AI 大模型生成工程项目量单、提升工程投标组价能力的方式和途径,,,https://static.cninfo.com.cn/finalpage/2026-03-31/1225061117.PDF,1225061117,SZZB,01010503||010112||012330
,,,,,,,,000066,中国长城,2024-04-29,中国长城：2023年年度报告,2023年年度报告,strict_genai_context_without_action,4,AIGC;ChatGPT;大模型;模型备案;混元大模型;腾讯混元,broad_genai_recall;core_recall;named_model;registry_recall,GPT;ChatGPT,periodic_report,中国长城科技集团股份有限公司 2023 年年度报告全文 30 由于 ChatGPT带来的人工智能爆发式增长,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219903899.PDF,1219903899,SZZB,01010503||010112||010301
,,,,,,,,000066,中国长城,2025-08-29,中国长城：2025年半年度报告,2025年半年度报告,backfill_or_noisy_doc_with_action,6,大模型;智谱;模型备案,broad_genai_recall;named_model;registry_recall,大模型;AI大模型,periodic_report,款自主研制的计算机主板，已形成国内谱系最全、实力最强的自主安全产品线，推出 8UOAMAI训练服务器，实现 AI大模型训练性能全面提升,中国长城：2025年半年度报告 2025年半年度报告 款自主研制的计算机主板，已形成国内谱系最全、实力最强的自主安全产品线，推出 8UOAMAI训练服务器，实现 AI大模型训练性能全面提升,,https://static.cninfo.com.cn/finalpage/2025-08-30/1224619339.PDF,1224619339,SZZB,01010503||010112||010303
,,,,,,,,000066,中国长城,2026-04-28,中国长城：2025年年度报告,2025年年度报告,backfill_or_noisy_doc_with_action,5,DeepSeek;智谱;模型备案;生成式AI,core_recall;named_model;registry_recall,DeepSeek,periodic_report,为高端商务与政务移动办公提供极致体验；基于腾云 S5000C-E（80核）研制新一代服务器，性能实测比肩业内高端产品；实现 DeepSeek,国长城：2025年年度报告 2025年年度报告 为高端商务与政务移动办公提供极致体验；基于腾云 S5000C-E（80核）研制新一代服务器，性能实测比肩业内高端产品；实现 DeepSeek,,https://static.cninfo.com.cn/finalpage/2026-04-29/1225240982.PDF,1225240982,SZZB,01010503||010112||010301
