manual_keep_qian_0_1,manual_exclusion_reason,manual_company_is_actor_0_1,manual_event_date_verified_0_1,manual_event_date_corrected,manual_initiative_type,manual_confidence_1_3,manual_notes,sec_code,sec_name,announcement_date,announcement_title,short_title,candidate_tier,qian_recall_score,query_terms,query_tiers,matched_genai_terms,title_exclusion_reason,announcement_content,action_snippet,denial_snippet,pdf_url,announcement_id,page_column,announcement_type
,,,,,,,,000032,深桑达Ａ,2024-01-10,深桑达Ａ：2023年度业绩预告,2023年度业绩预告,backfill_or_noisy_doc_with_action,6,大模型;混元大模型,broad_genai_recall,大模型,trading_anomaly_or_value_plan,，全面服务人工智能技术创新、行业应用及创新生态培养；三是在人工智能行业创新方面，公司发布“星智”政务大模型,深桑达Ａ：2023年度业绩预告 2023年度业绩预告 ，全面服务人工智能技术创新、行业应用及创新生态培养；三是在人工智能行业创新方面，公司发布“星智”政务大模型,,https://static.cninfo.com.cn/finalpage/2024-01-11/1218847166.PDF,1218847166,SZZB,01010503||010112||012111
,,,,,,,,000034,神州数码,2023-05-30,神州数码：神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿）,神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿）,backfill_or_noisy_doc_with_action,6,ChatGPT;大模型;大语言模型;智谱;模型备案;混元大模型;腾讯混元;语言大模型,broad_genai_recall;core_recall;named_model;registry_recall,大模型,offering_or_listing_document,，实现本地化私有模型，不再绑定特定云资源，并且通过大模型的落地，实现零样本的冷启动方案。,债券募集说明书（申报稿） 神州数码集团股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿） ，实现本地化私有模型，不再绑定特定云资源，并且通过大模型的落地，实现零样本的冷启动方案。,,https://static.cninfo.com.cn/finalpage/2023-05-31/1216946368.PDF,1216946368,SZZB,01010501||01010503||010112||010905||012399
,,,,,,,,000039,中集集团,2025-03-27,中集集团：2024年年度报告,2024年年度报告,backfill_or_noisy_doc_with_action,6,大模型;智谱;模型备案;混元大模型;生成式AI,broad_genai_recall;core_recall;named_model;registry_recall,生成式 AI,periodic_report,2024年，中集生成式 AI应用入选沙利文《2024年中国生成式 AI工业制造行业最佳应用实践》，成为工业制造领域两家获评企业之一,中集集团：2024年年度报告 2024年年度报告 2024年，中集生成式 AI应用入选沙利文《2024年中国生成式 AI工业制造行业最佳应用实践》，成为工业制造领域两家获评企业之一,,https://static.cninfo.com.cn/finalpage/2025-03-28/1222938612.pdf,1222938612,SZZB,01010503||010112||010301
,,,,,,,,000050,深天马Ａ,2024-04-17,深天马Ａ：关于对天马微电子股份有限公司2023年年报的问询函的财务情况说明,关于对天马微电子股份有限公司2023年年报的问询函的财务情况说明,backfill_or_noisy_doc_with_action,6,大模型;混元大模型;生成式AI,broad_genai_recall;core_recall,生成式AI,periodic_report,随着混合办公、在线教育、远程会议等应用场景增多，数字经济兴起和消费者行为的转变，生成式AI带来产品规格升级,天马微电子股份有限公司2023年年报的问询函的财务情况说明 关于对天马微电子股份有限公司2023年年报的问询函的财务情况说明 随着混合办公、在线教育、远程会议等应用场景增多，数字经济兴起和消费者行为的转变，生成式AI带来产品规格升级,,https://static.cninfo.com.cn/finalpage/2024-04-18/1219653585.PDF,1219653585,SZZB,01010903||010112||0129
,,,,,,,,000058,深 赛 格,2025-08-28,深 赛 格：2025年半年度报告,2025年半年度报告,backfill_or_noisy_doc_with_action,5,模型备案,registry_recall,大模型,periodic_report,新兴业态方面，在 AI 大模型持续升级的背景下，AI硬件集成产品持续迭代升级。,深 赛 格：2025年半年度报告 2025年半年度报告 新兴业态方面，在 AI 大模型持续升级的背景下，AI硬件集成产品持续迭代升级。,,https://static.cninfo.com.cn/finalpage/2025-08-29/1224608164.PDF,1224608164,SZZB,01010503||010112||010303
,,,,,,,,000062,深圳华强,2024-08-30,深圳华强：2024年半年度报告摘要,2024年半年度报告摘要,strict_genai_context_without_action,3,大模型,broad_genai_recall,大模型,periodic_report,开发智能搜索引擎，结合行业特性制定规则配置与算法设置方案，智能识别同一型号的不同表达方式，提升搜索和匹配效率；对接大模型,,,https://static.cninfo.com.cn/finalpage/2024-08-31/1221085759.PDF,1221085759,SZZB,01010503||010112||010303
,,,,,,,,000063,中兴通讯,2023-08-18,中兴通讯：2023年半年度报告,2023年半年度报告,strict_genai_context_without_action,3,AIGC;ChatGPT;GPT;大模型;智谱;模型备案;混元大模型;生成式AI,broad_genai_recall;core_recall;named_model;registry_recall,GPT,periodic_report,Z50 Ultra、全球首款 AI裸眼 3D平板电脑 nubia Pad 3D 及全球首款消费级 GPT,,,https://static.cninfo.com.cn/finalpage/2023-08-19/1217574510.PDF,1217574510,SZZB,01010503||010112||010303
,,,,,,,,000065,北方国际,2026-03-30,北方国际：2025年度ESG报告,2025年度ESG报告,strict_genai_context_without_action,3,大语言模型;智谱;模型备案;语言大模型,core_recall;named_model;registry_recall,大模型,esg_or_internal_control_report,赴阿里巴巴、联想、科大讯飞等高科技企业进行专题调研交流，寻求利用 AI 大模型生成工程项目量单、提升工程投标组价能力的方式和途径,,,https://static.cninfo.com.cn/finalpage/2026-03-31/1225061117.PDF,1225061117,SZZB,01010503||010112||012330
,,,,,,,,000066,中国长城,2024-04-29,中国长城：2023年年度报告,2023年年度报告,strict_genai_context_without_action,4,AIGC;ChatGPT;大模型;模型备案;混元大模型;腾讯混元,broad_genai_recall;core_recall;named_model;registry_recall,GPT;ChatGPT,periodic_report,中国长城科技集团股份有限公司 2023 年年度报告全文 30 由于 ChatGPT带来的人工智能爆发式增长,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219903899.PDF,1219903899,SZZB,01010503||010112||010301
,,,,,,,,000068,华控赛格,2026-03-25,华控赛格：2025年年度报告,2025年年度报告,backfill_or_noisy_doc_with_action,6,大模型;混元大模型,broad_genai_recall,大模型;AI大模型,periodic_report,通过 AI大模型、数据资产化等前沿突破，推动公司向“数字驱动、智能运营”的智慧环保平台转型。,华控赛格：2025年年度报告 2025年年度报告 通过 AI大模型、数据资产化等前沿突破，推动公司向“数字驱动、智能运营”的智慧环保平台转型。,,https://static.cninfo.com.cn/finalpage/2026-03-26/1225032333.PDF,1225032333,SZZB,01010503||010112||010301
,,,,,,,,000070,特发信息,2024-04-25,特发信息：2023年年度报告,2023年年度报告,backfill_or_noisy_doc_with_action,5,AIGC;大模型,broad_genai_recall;core_recall,大模型;AIGC,periodic_report,以 AIGC 为代表的人工智能应用、大模型训练等新需求、新业务的崛起，算力需求不断增长，算力产业迎来重要发展机遇,特发信息：2023年年度报告 2023年年度报告 以 AIGC 为代表的人工智能应用、大模型训练等新需求、新业务的崛起，算力需求不断增长，算力产业迎来重要发展机遇,,https://static.cninfo.com.cn/finalpage/2024-04-26/1219841790.PDF,1219841790,SZZB,01010503||010112||010301
,,,,,,,,000090,天健集团,2026-04-20,天健集团：2025年年度报告,2025年年度报告,backfill_or_noisy_doc_with_action,6,DeepSeek;智谱;模型备案;混元大模型,broad_genai_recall;core_recall;named_model;registry_recall,DeepSeek,periodic_report,Python-Pandas的自动化数据处理框架、融合 LSTM-Prophet时序模型的实时预警平台，以及集成DeepSeek-R1,天健集团：2025年年度报告 2025年年度报告 Python-Pandas的自动化数据处理框架、融合 LSTM-Prophet时序模型的实时预警平台，以及集成DeepSeek-R1,,https://static.cninfo.com.cn/finalpage/2026-04-21/1225126661.PDF,1225126661,SZZB,01010503||010112||010301
,,,,,,,,000100,TCL科技,2026-03-27,TCL科技：2025年环境、社会及治理报告,2025年环境、社会及治理报告,backfill_or_noisy_doc_with_action,5,大模型;大语言模型;智谱;混元大模型;语言大模型,broad_genai_recall;core_recall;named_model,大语言模型,esg_or_internal_control_report,具体而言，我们构建了“规则+LLM（大语言模型）+ 多智能体（Multi-Agent）”协同驱动的智能分析与响应平台,社会及治理报告 2025年环境、社会及治理报告 具体而言，我们构建了“规则+LLM（大语言模型）+ 多智能体（Multi-Agent）”协同驱动的智能分析与响应平台,,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045646.PDF,1225045646,SZZB,01010503||010112||012330
,,,,,,,,000156,华数传媒,2024-04-08,华数传媒：2023年年度报告,2023年年度报告,backfill_or_noisy_doc_with_action,5,AIGC;大模型;大语言模型;模型备案;语言大模型,broad_genai_recall;core_recall;registry_recall,大语言模型,periodic_report,3、大语言模型方向：基于开源大语言模型与公共大语言模型服务，建设华数智能助手服务能力，收集与定制华数语料库与数据集,华数传媒：2023年年度报告 2023年年度报告 3、大语言模型方向：基于开源大语言模型与公共大语言模型服务，建设华数智能助手服务能力，收集与定制华数语料库与数据集,,https://static.cninfo.com.cn/finalpage/2024-04-09/1219538455.PDF,1219538455,SZZB,01010503||010112||010301
,,,,,,,,000157,中联重科,2025-08-29,中联重科：2025年半年度报告,2025年半年度报告,backfill_or_noisy_doc_with_action,5,AIGC;大模型;智谱;混元大模型;生成式AI,broad_genai_recall;core_recall;named_model,AIGC,periodic_report,基于AIGC-PaaS平台的多智能体智能拣选系统，实现 WES-RCS-具身机器人的最优调度决策。,中联重科：2025年半年度报告 2025年半年度报告 基于AIGC-PaaS平台的多智能体智能拣选系统，实现 WES-RCS-具身机器人的最优调度决策。,,https://static.cninfo.com.cn/finalpage/2025-08-30/1224618286.PDF,1224618286,SZZB,01010503||010112||010303
,,,,,,,,000158,常山北明,2024-04-28,常山北明：2023年度董事会工作报告,2023年度董事会工作报告,backfill_or_noisy_doc_with_action,6,大模型,broad_genai_recall,大模型,periodic_report,2023 年伊始，北明软件从交投集团和交通运输厅局的实际应用需求和管理痛点出发，构建大数据、大模型、大物联,常山北明：2023年度董事会工作报告 2023年度董事会工作报告 2023 年伊始，北明软件从交投集团和交通运输厅局的实际应用需求和管理痛点出发，构建大数据、大模型、大物联,,https://static.cninfo.com.cn/finalpage/2024-04-29/1219872890.PDF,1219872890,SZZB,01010503||010112||012399
,,,,,,,,000166,申万宏源,2023-08-30,申万宏源：2023年半年度报告,2023年半年度报告,backfill_or_noisy_doc_with_action,5,AIGC;大模型;智谱;模型备案;混元大模型,broad_genai_recall;core_recall;named_model;registry_recall,大模型;AIGC,periodic_report,三是研究成果紧跟市场热点，多元立体营销提升品牌影响力，发布二级市场首本大模型白皮书《申万宏源2023AIGC,申万宏源：2023年半年度报告 2023年半年度报告 三是研究成果紧跟市场热点，多元立体营销提升品牌影响力，发布二级市场首本大模型白皮书《申万宏源2023AIGC,,https://static.cninfo.com.cn/finalpage/2023-08-31/1217713192.PDF,1217713192,SZZB,01010503||010112||010303
,,,,,,,,000301,东方盛虹,2026-04-28,东方盛虹：关于“质量回报双提升”行动方案的进展公告,关于“质量回报双提升”行动方案的进展公告,backfill_or_noisy_doc_with_action,5,大模型,broad_genai_recall,大模型,trading_anomaly_or_value_plan,显著提升检测运行效率，减少生产安全隐患；启动采购系统智能化升级，推进设备助手等场景应用试点，完成本地大模型部署,东方盛虹：关于“质量回报双提升”行动方案的进展公告 关于“质量回报双提升”行动方案的进展公告 显著提升检测运行效率，减少生产安全隐患；启动采购系统智能化升级，推进设备助手等场景应用试点，完成本地大模型部署,,https://static.cninfo.com.cn/finalpage/2026-04-29/1225243380.PDF,1225243380,SZZB,01010503||010112||012333||012399
,,,,,,,,000333,美的集团,2023-08-30,美的集团：2023年半年度报告（英文版）,2023年半年度报告（英文版）,backfill_or_noisy_doc_with_action,6,AIGC;ChatGPT,core_recall,GPT;ChatGPT,periodic_report,"platform building, fully integrating programs such as ChatGPT","美的集团：2023年半年度报告（英文版） 2023年半年度报告（英文版） platform building, fully integrating programs such as ChatGPT",,https://static.cninfo.com.cn/finalpage/2023-08-31/1217718576.PDF,1217718576,SZZB,01010503||010112||010303
,,,,,,,,000338,潍柴动力,2026-03-26,潍柴动力：2025年年度报告摘要,2025年年度报告摘要,backfill_or_noisy_doc_with_action,5,大模型;生成式AI,broad_genai_recall;core_recall,生成式人工智能,periodic_report,开发并部署 AI预测模型，引入生成式人工智能辅助决策与流程优化，有力应对日益复杂的供应链环境与客户需求波动等挑战,潍柴动力：2025年年度报告摘要 2025年年度报告摘要 开发并部署 AI预测模型，引入生成式人工智能辅助决策与流程优化，有力应对日益复杂的供应链环境与客户需求波动等挑战,,https://static.cninfo.com.cn/finalpage/2026-03-27/1225037558.PDF,1225037558,SZZB,01010503||010112||010301
,,,,,,,,000400,许继电气,2024-04-10,许继电气：2023年年度报告,2023年年度报告,strict_genai_context_without_action,3,大模型;模型备案,broad_genai_recall;registry_recall,大模型,periodic_report,积极布局人工智能、电力大模型等基础前瞻技术。,,,https://static.cninfo.com.cn/finalpage/2024-04-11/1219568199.PDF,1219568199,SZZB,01010503||010112||010301
,,,,,,,,000408,藏格矿业,2026-03-13,藏格矿业：2025年可持续发展报告,2025年可持续发展报告,backfill_or_noisy_doc_with_action,5,DeepSeek;大模型;大语言模型;模型备案;混元大模型;语言大模型,broad_genai_recall;core_recall;registry_recall,DeepSeek,esg_or_internal_control_report,其中全员培训聚焦DeepSeek等AI工具的实操应用技巧，结合文档处理、数据分析等实际业务场景开展演示教学,藏格矿业：2025年可持续发展报告 2025年可持续发展报告 其中全员培训聚焦DeepSeek等AI工具的实操应用技巧，结合文档处理、数据分析等实际业务场景开展演示教学,,https://static.cninfo.com.cn/finalpage/2026-03-14/1225009959.PDF,1225009959,SZZB,01010503||010112||012330
,,,,,,,,000409,云鼎科技,2023-04-12,云鼎科技：中信建投证券股份有限公司关于云鼎科技股份有限公司重大资产购买之2022年度持续督导意见,中信建投证券股份有限公司关于云鼎科技股份有限公司重大资产购买之2022年度持续督导意见,backfill_or_noisy_doc_with_action,6,大模型;模型备案;盘古大模型,broad_genai_recall;named_model;registry_recall,大模型,financing_or_incentive_support,，成为全国首家盘古矿山大模型商业应用的企业。,重大资产购买之2022年度持续督导意见 中信建投证券股份有限公司关于云鼎科技股份有限公司重大资产购买之2022年度持续督导意见 ，成为全国首家盘古矿山大模型商业应用的企业。,,https://static.cninfo.com.cn/finalpage/2023-04-13/1216392172.PDF,1216392172,SZZB,010109||010112||012915
,,,,,,,,000423,东阿阿胶,2026-03-19,东阿阿胶：2025年度内部控制评价报告,2025年度内部控制评价报告,backfill_or_noisy_doc_with_action,5,DeepSeek;大模型,broad_genai_recall;core_recall,大模型;DeepSeek,esg_or_internal_control_report,持续深化 AI 技术应用，部署本地 Deepseek 大模型，落地办公、会议、设备、质量等 8个智能体并推动研发人工智能应用体系建设促进管理效能提升,东阿阿胶：2025年度内部控制评价报告 2025年度内部控制评价报告 持续深化 AI 技术应用，部署本地 Deepseek 大模型，落地办公、会议、设备、质量等 8个智能体并推动研发人工智能应用体系建设促进管理效能提升,,https://static.cninfo.com.cn/finalpage/2026-03-20/1225019499.PDF,1225019499,SZZB,01010503||010112||012399
,,,,,,,,000425,徐工机械,2024-04-29,徐工机械：2023年度董事会工作报告,2023年度董事会工作报告,backfill_or_noisy_doc_with_action,5,混元大模型,broad_genai_recall,大模型,periodic_report,四、2024 年董事会主要工作计划 （一）坚决贯彻四大经营发展方针和“五化”转型升级，抢抓“大模型+大数据,徐工机械：2023年度董事会工作报告 2023年度董事会工作报告 四、2024 年董事会主要工作计划 （一）坚决贯彻四大经营发展方针和“五化”转型升级，抢抓“大模型+大数据,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219914114.PDF,1219914114,SZZB,01010503||010112||012399
,,,,,,,,000430,*ST张股,2025-11-14,*ST张股：张家界旅游集团股份有限公司关于与部分重整投资人签署协议的公告,张家界旅游集团股份有限公司关于与部分重整投资人签署协议的公告,priority_manual_event_candidate,7,AIGC;大模型;模型备案,broad_genai_recall;core_recall;registry_recall,大模型;AIGC,,乙方将联合芒果超媒充分发挥各自的技术能力和优势，围绕湖南省“文化与科技融合”的战略方向，将在内容创意、大模型、AIGC,*ST张股：张家界旅游集团股份有限公司关于与部分重整投资人签署协议的公告 张家界旅游集团股份有限公司关于与部分重整投资人签署协议的公告 乙方将联合芒果超媒充分发挥各自的技术能力和优势，围绕湖南省“文化与科技融合”的战,,https://static.cninfo.com.cn/finalpage/2025-11-15/1224807314.PDF,1224807314,SZZB,01010503||010112||012399
,,,,,,,,000503,国新健康,2025-04-24,国新健康：中国银河证券股份有限公司关于国新健康保障服务集团股份有限公司2024年度募集资金年度存放与使用情况的核查意见,中国银河证券股份有限公司关于国新健康保障服务集团股份有限公司2024年度募集资金年度存放与使用情况的核查意见,strict_genai_context_without_action,4,大模型;生成式AI,broad_genai_recall;core_recall,大模型,financing_or_incentive_support,，由于公司所处健康医疗领域的市场环境和技术更新迭代较快，尤其伴随人工智能技术呈现爆发式迭代，大模型、生成式,,,https://static.cninfo.com.cn/finalpage/2025-04-25/1223269917.PDF,1223269917,SZZB,010109||010112||0129
,,,,,,,,000513,丽珠集团,2025-04-23,丽珠集团：2024年度环境、社会及管治报告（英文版）,2024年度环境、社会及管治报告（英文版）,strict_genai_context_without_action,4,ChatGPT,core_recall,GPT;ChatGPT,esg_or_internal_control_report,"Cross-departmental Collaboration”, and “How to Use ChatGPT",,,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234732.PDF,1223234732,SZZB,01010503||010112||012330
,,,,,,,,000516,国际医学,2025-08-21,国际医学：2025年半年度报告,2025年半年度报告,backfill_or_noisy_doc_with_action,5,DeepSeek;大模型;模型备案,broad_genai_recall;core_recall;registry_recall,大模型;DeepSeek,periodic_report,在技术赋能层面，医院积极部署并应用人工智能大模型（DeepSeek32B），成为西北地区首家应用该前沿技术的医疗机构,国际医学：2025年半年度报告 2025年半年度报告 在技术赋能层面，医院积极部署并应用人工智能大模型（DeepSeek32B），成为西北地区首家应用该前沿技术的医疗机构,,https://static.cninfo.com.cn/finalpage/2025-08-22/1224533417.PDF,1224533417,SZZB,01010503||010112||010303
,,,,,,,,000521,长虹美菱,2025-08-20,长虹美菱：2025年半年度报告,2025年半年度报告,backfill_or_noisy_doc_with_action,5,DeepSeek;大模型;模型备案;混元大模型,broad_genai_recall;core_recall;registry_recall,DeepSeek,periodic_report,一是强化 DEEPSEEK、AI 云节能、AI 语音等智能技术研发与应用；二是坚持颜值第一，推动 CMF,长虹美菱：2025年半年度报告 2025年半年度报告 一是强化 DEEPSEEK、AI 云节能、AI 语音等智能技术研发与应用；二是坚持颜值第一，推动 CMF,,https://static.cninfo.com.cn/finalpage/2025-08-21/1224526560.PDF,1224526560,SZZB,01010503||010112||010303
,,,,,,,,000524,岭南控股,2025-08-26,岭南控股：2025年半年度报告,2025年半年度报告,backfill_or_noisy_doc_with_action,5,大模型;大语言模型;混元大模型;语言大模型,broad_genai_recall;core_recall,大模型,periodic_report,启动“业财一体化”“基于 AI 大模型的意图识别和逻辑推理技术开发应用”“企业统一管理门户及一体化数据分析助手,岭南控股：2025年半年度报告 2025年半年度报告 启动“业财一体化”“基于 AI 大模型的意图识别和逻辑推理技术开发应用”“企业统一管理门户及一体化数据分析助手,,https://static.cninfo.com.cn/finalpage/2025-08-27/1224585395.PDF,1224585395,SZZB,01010503||010112||010303
,,,,,,,,000526,学大教育,2025-08-27,学大教育：2025年半年度报告,2025年半年度报告,strict_genai_context_without_action,3,大语言模型;智谱;混元大模型;语言大模型,broad_genai_recall;core_recall;named_model,大模型,periodic_report,打造人工智能教育大模型。,,,https://static.cninfo.com.cn/finalpage/2025-08-28/1224598398.PDF,1224598398,SZZB,01010503||010112||010303
,,,,,,,,000528,柳 工,2025-03-28,柳 工：关于“质量回报双提升”行动方案的进展公告,关于“质量回报双提升”行动方案的进展公告,backfill_or_noisy_doc_with_action,5,大模型;智谱;混元大模型,broad_genai_recall;named_model,大模型,trading_anomaly_or_value_plan,无人驾驶关键技术、智能驾驶技术、ICT 控制技术、物联网技术、智慧管理系统、大模型及数字孪生技术等实现成熟应用,的进展公告 关于“质量回报双提升”行动方案的进展公告 无人驾驶关键技术、智能驾驶技术、ICT 控制技术、物联网技术、智慧管理系统、大模型及数字孪生技术等实现成熟应用,,https://static.cninfo.com.cn/finalpage/2025-03-29/1222951108.PDF,1222951108,SZZB,01010503||010112||012333||012399
,,,,,,,,000533,顺钠股份,2026-04-15,顺钠股份：2025年度可持续发展报告,2025年度可持续发展报告,strict_genai_context_without_action,4,DeepSeek;大模型;模型备案;混元大模型,broad_genai_recall;core_recall;registry_recall,DeepSeek,esg_or_internal_control_report,为此，公司将 AI 课程引入培训计划，围绕 DeepSeek 等 AI 工具展开，含 AI 认知、提示词方法,,,https://static.cninfo.com.cn/finalpage/2026-04-16/1225107860.PDF,1225107860,SZZB,01010503||010112||012330
,,,,,,,,000537,中绿电,2024-04-29,中绿电：2023年董事会工作报告,2023年董事会工作报告,strict_genai_context_without_action,3,大模型,broad_genai_recall,大模型;行业大模型,periodic_report,开展中深层地热供暖技术、新能源与绿色化工融合发展技术研究，谋划人工智能等前沿技术落位布局，构建绿色能源行业大模型,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219916532.PDF,1219916532,SZZB,01010503||010112||012399
