manual_keep_qian_0_1,manual_exclusion_reason,manual_product_or_process,manual_company_is_actor_0_1,manual_event_date_verified_0_1,manual_confidence_1_3,manual_notes,review_id,qian_auto_label,qian_auto_keep_candidate,qian_evidence_score,auto_exclusion_hint,in_v23_upstream_first,v23_upstream_supplier_links,v23_upstream_ar0_valid_rows,has_supplier_link,supplier_linked_unique_suppliers,supplier_linked_return_rows,event_id,focal_code,company_name,event_date,event_year,source_type,title,answer_terms,question_terms,has_strict_genai_company_text,has_strict_genai_question_text,question_only_trigger,negative_no_current_flag,boilerplate_attention_flag,positive_initiative_action_flag,product_or_workflow_flag,deployment_or_contract_flag,partner_or_customer_flag,numeric_or_timeline_flag,genai_context,question_text,source_url,local_text_file
,,,,,,,QIAN00011,review_possible_specific_initiative,1,3,,0,0,0,1,1,1,CSMAR00913_300866_20230223,300866,安克创新,2023-02-23,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,0,0,您好，公司近年来重点发展人工智能领域相关技术，研发产品多涉及AI语音、AI图像识别、智能情景交互式计算等当下消费电子行业领域内先进技术，在智能家居、智能安防等领域取得一定成果。 公司将持续重点关注人工智能等前沿技术领域，将基于AI算法领域的已有经验，积极探索与ChatGPT类似的新技术结合。 谢谢您的关注。,尊敬的董秘您好，请问公司在人工智能领域有相关技术储备和应用吗？chatgpt技术有相关研究吗？ || 从市场得知贵司在智能机器人领域有较深的技术储备，请问在现今最火热的chatgpt技术上有没技术储备或技术研究？据市场反应，这项颠覆性技术将涵盖社会方方面面，有巨大的市场前景，谢谢！,,
,,,,,,,QIAN00012,keep_candidate_strong_specific_initiative,1,4,,1,1,0,1,1,0,CSMAR01037_002156_20230302,002156,通富微电,2023-03-02,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好！ 如AI以及Chatgpt大爆发，应该会拉动集成电路相关产品的需求，公司向来重视发展先进封测技术和产品，我们将积极关注产业、市场、客户、技术等方面的变化，抓住机遇，为股东创造价值。 谢谢！ || 尊敬的投资者，您好！ 如Chatgpt大爆发，应该会拉动集成电路相关产品的需求，公司向来重视发展先进封测技术和产品，我们将积极关注产业、市场、客户、技术等方面的变化，抓住机遇，为股东创造价值。,公司是否受益于AI以及Chatgpt 大爆发呢？ || 市场传言公司准备投入巨资专门研发适用于Chatgpt 的GPU，是否属实？,,
,,,,,,,QIAN00013,keep_candidate_strong_specific_initiative,1,4,,0,0,0,1,1,1,CSMAR01095_002065_20230306,002065,东华软件,2023-03-06,2023,csmar_investor_interaction,,文心一言;生成式人工智能,文心一言,1,1,0,0,0,1,1,0,1,0,您好，公司是百度文心一言（英文名：ERNIE Bot）首批生态合作伙伴。 后续，公司将通过百度智能云全面体验并接入文心一言的能力。 公司后续将在在百度技术团队协助下，打造联合解决方案，通过技术共享、培训赋能、联合营销等方式，强化竞争力，打造全场景生成式人工智能解决方案及服务，同时依托智慧互联、创新互联，引领数字化产业变革与升级。 感谢您对东华软件的关注与支持。 || 您好，公司已成为百度文心一言（英文名：ERNIE Bot）首批生态合作伙伴。 在数字政府业务领域，公司依托自身完整的城市大脑产品矩阵及服务矩阵能力，构建未来城,2月27日，东华软件股份公司宣布成为百度文心一言（英文名：ERNIE Bot）首批生态合作伙伴。后续，东华软件将通过百度智能云全面体验并接入文心一言的能力，次成为百度文心一言的首批生态合作伙伴，东华软件将可优先内测试用文心一言，集成文心一言的技术能力，与百度在产品研发、标准制定等多个领域展开深化合作，在百度技术团队协助下，打造联合解决方案，通过技术共享、培训,,
,,,,,,,QIAN00014,keep_candidate_strong_specific_initiative,1,5,,1,1,0,1,1,0,CSMAR01120_300338_20230307,300338,ST开元,2023-03-07,2023,csmar_investor_interaction,,文心一言,ChatGPT;GPT;文心一言,1,1,0,0,0,1,1,0,1,1,尊敬的投资人您好！ 公司公众号3月3日发布开元教育集团宣布成为百度文心一言首批生态合作伙伴。 后续，开元教育下属全资子公司（恒企教育、天琥教育、中大英才）将通过百度智能云全面体验并接入文心一言的能力。 感谢您对公司的关注！ || 尊敬的投资人您好！,你好， 公司网站发布3月3日开元教育集团宣布成为百度文心一言首批生态合作伙伴。后续下属全资子公司（恒企教育、天琥教育、中大英才）将通过百度智能云全面体验并接入文心一言的能力接下来，开元教育也将把百度领先的智能对话技术成果应用在职业教育领域。此举标志着开元教育优先获得领先AI技术的加持，也标志着对话式语言模型技术在国内教育场景的首批着陆，成为首批ChatGPT,,
,,,,,,,QIAN00015,review_possible_specific_initiative,1,3,,0,0,0,1,1,1,CSMAR01217_300229_20230315,300229,,2023-03-15,2023,csmar_ir_meeting_qa,,AIGC;大模型,AIGC;大模型,1,1,0,0,0,1,1,0,0,0,在大模型时代，拓尔思将以“专业大模型+领域知识数据”为核心，以 NLP技术突破来推动更多AI内容生成的商业落地。 目前通用大模型提供的是通用场景应用，在行业应用精度方面尚不够细，公司将积极拥抱大模型发展，发挥拓尔思在行业知识图谱方面的优势，开始大模型和行业专业模型结合，生成机器写稿、人机协同、智能问答、智慧办公、知识型搜索引擎、自动报告生成、虚拟数字人等多种场景应用。 在人工智能业务布局方面，公司以大模型为基础的生成类应用新产品研发工作正在进行中，将在短期内推出系列AIGC产品。,通用大模型的出现对拓尔思有哪些影响？公司在AIGC领域有哪些最新进展？,,
,,,,,,,QIAN00016,keep_candidate_strong_specific_initiative,1,5,,1,1,0,1,1,0,CSMAR01315_002444_20230321,002444,巨星科技,2023-03-21,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,1,1,尊敬的投资者您好，公司跨境电商业务自2017年开始一直保持高速增长，2022年同比增速近50%，占同期公司收入的10%，公司跨境电商团队很早就使用大数据分析积累客户资源和无形资产，辅助公司产品选型和决策。 2023年年初公司美国团队主动接入chatgpt进行客服沟通和社媒沟通，目前取得了一定成效，相信2023年公司跨境电商业务将取得更大的进展。,董秘您好，跨境电商行业是比较适合chatgpt接入的应用场景，能够适用于趋势性产品选择、多语言客服沟通交流、抓取标题&关键词进行产品描述、社交媒体广告投放等。请问贵司跨境电商发展如何？现在是否已经运用chatgpt？,,
,,,,,,,QIAN00017,keep_candidate_strong_specific_initiative,1,4,,0,0,0,1,4,4,CSMAR01385_002607_20230323,002607,中公教育,2023-03-23,2023,csmar_investor_interaction,,文心一言,GPT,1,1,0,0,0,1,1,0,1,0,您好，公司是百度文心一言首批生态合作伙伴。 后续，公司将通过百度智能云全面体验并接入文心一言的能力。 后续，公司将通过百度智能云全面体验并接入文心一言的能力，将百度的智能对话技术成果应用在职业教育领域。 感谢您的关注。,市场传闻公司已多次密会百度文言一心，人工智能GPT-4等相关公司，请问相关合作进展如何？,,
,,,,,,,QIAN00018,keep_candidate_strong_specific_initiative,1,4,,0,0,0,1,2,2,CSMAR01488_002368_20230327,002368,太极股份,2023-03-27,2023,csmar_investor_interaction,,文心一言,文心一言,1,1,0,0,0,1,1,0,1,0,您好，公司子公司人大金仓近日成为百度“文心一言”首批生态合作伙伴，并与百度就产品研发、标准制定等多个领域展开深度合作。 人大金仓将为“文心一言”提供更为丰富的应用场景，帮助“文心一言”更好地应用到企业级数据平台领域，促进人工智能技术的普及与发展，持续赋能产业生态，助力客户更好地“上云、用数、赋智”，加快企业数字化转型升级。 感谢您的关注。,您好！公司及控股公司有没有接入“文心一言”，公司和华为Al业务有合作吗？,,
,,,,,,,QIAN00019,keep_candidate_strong_specific_initiative,1,5,,0,0,0,1,1,1,CSMAR01500_300271_20230327,300271,华宇软件,2023-03-27,2023,csmar_investor_interaction,,文心一言,ChatGPT;GPT,1,1,0,0,0,1,1,0,1,1,持续引入新技术，结合公司行业业务知识和相关能力，围绕客户应用场景，加强解决方案创新，加强应用软件、数据服务创新，持续创造客户价值，是公司一直坚持的创新引领战略。 2月17日， 公司全资子公司北京华宇信息技术有限公司宣布成为百度文心一言首批生态合作伙伴。 后续，华宇旗下法律科技产品将通过百度智能云接入文心一言的能力，深化法律人工智能应用场景全面提升。 新技术引进到客户价值创造，还需要时间进行场景应用打磨，对业绩的影响也还具有不确定性，请投资人注意投资风险。,请问公司的华宇法律AI平台接入百度文言一心了吗？未来会不会接入ChatGPT平台？公司未来对AI法律有什么规划？ || 请问公司的华宇法律AI平台接入百度的文言一心了吗？未来会不会接入chatGPT-4？公司未来对人工智能有什么布局？,,
,,,,,,,QIAN00020,keep_candidate_strong_specific_initiative,1,5,,0,0,0,1,1,1,CSMAR01521_600850_20230327,600850,电科数字,2023-03-27,2023,csmar_investor_interaction,,AIGC;GPT,AIGC;GPT,1,1,0,0,0,1,1,1,1,0,公司一直致力于AI+在各个细分领域的应用及推广，提升行业业务智能化水平。 目前公司已有团队对AIGC等相关人工智能技术进行分析、研究。 谢谢！ || 您好！ 公司已开展对GPT深入研究，如人机交互、文稿撰写、知识图谱等； 相关技术也已在不同行业服务于客户，提升客户业务智能化水平。 公司人工智能研究已经应用于交通、电力、金融、政务、水利等多个行业，并且随着公司在人工智能领域的长期持续投入，还将应用于更广泛的领域，为公司各行业客户提供专业化的服务。 公司这些技术与GPT同属于人工智能范畴，致力于为各行业解,请问公司在AI+方面有什么应用？请详细介绍下公司对于AIGC的布局有哪些？ || 请公司详细介绍一下在GPT方面有哪些相关研究？后续是否会将这项技术融入到公司的技术或者业务中？ || 公司在人工智能领域的布局涵盖大数据分析、视频分析、自然语言处理等多个细分领域，那么这些研究应用于哪些领域？公司的这些技术和GPT有什么相似之处？,,
,,,,,,,QIAN00021,review_possible_specific_initiative,1,3,,0,0,0,1,1,1,CSMAR01533_001216_20230328,001216,华瓷股份,2023-03-28,2023,csmar_investor_interaction,,ChatGPT;GPT,,1,0,0,0,0,1,1,0,0,0,尊敬的投资者您好！ 公司产品的研发和生产暂时不会用到ChatGPT。 谢谢您的关注！,公司跟蓝思科技成立的蓝思华瓷产品可以使用chatgpd技术吗,,
,,,,,,,QIAN00022,keep_candidate_strong_specific_initiative,1,4,,1,4,3,1,4,3,CSMAR01691_300825_20230331,300825,阿尔特,2023-03-31,2023,csmar_investor_interaction,,AIGC;ChatGPT;GPT,,1,0,0,0,0,1,1,0,1,0,尊敬的投资者您好，公司多年来一直积极拥抱新技术，自从OpenAI公司的ChatGPT产品面世以来，公司也积极拥抱这一变革。 研发人员已在应用基于AIGC的多种AI软件（如Midjourney等）来辅助项目研发，对丰富创新灵感，提升研发设计效率方面具有较好的推动作用，尤其在造型创意参考、画质优化、三维动画逻辑等图形图像处理方面取得了良好的效果。 为给客户提供更高质高效的服务，未来将继续在更多研发环节探索AI应用可行性。,Ai加持汽车设计行业，加快汽车设计效率，又由于汽车设计的安全性要求，需要专业汽车设计工程师的二次验证。从以上角度，将是对贵公司运营效率的巨大提升同时又不会破坏竞争格局，请问公司是否认为借助Ai的加持，将对公司业务产生巨大推动作用？,,
,,,,,,,QIAN00023,review_possible_specific_initiative,1,3,,1,1,0,1,1,1,CSMAR01703_603927_20230331,603927,中科软,2023-03-31,2023,csmar_investor_interaction,,AI大模型;ChatGPT;GPT;大模型,ChatGPT;GPT,1,1,0,0,0,1,1,0,0,0,谢谢您的关注。 公司一直重视大数据、云计算、人工智能等前沿技术在软件开发领域的具体运用，以GPT4为代表的AI大模型的快速发展，形成通用平台层的技术革命，而面向B端的行业应用软件，需要在吸收平台层技术的基础之上结合垂直领域知识进一步创新。 因此新的行业应用软件将呈现交互式渐进和优化的特征，需要对通用大平台和垂直专用平台的综合应用。 在通用平台的基础上，基于领域知识的垂直应用将成为头部ISV的新业务机会。 公司积极关注相关领域的技术走向，内部技术团队已开始就如何利用最新的AI大模型进行基于行业领域知识的垂,董秘好，请问贵司有无chatGPT领域的研究成果和行业应用？有无自然语言处理工具（NLP）方面的研发成果和行业应用？未来在此领域有什么样的计划和战略布局？,,
,,,,,,,QIAN00024,review_possible_specific_initiative,1,3,,1,1,1,1,1,1,CSMAR01731_002419_20230403,002419,,2023-04-03,2023,csmar_ir_meeting_qa,,ChatGPT;GPT,ChatGPT;GPT;大模型;混元大模型,1,1,0,0,0,1,1,0,0,0,您好！ 公司目前积极关注ChatGPT、AI等技术的发展，并跟进相关产品的发展与应用。 公司正在和相关产品接洽，并在内部开展创新及尝试，积极进行客服、社媒沟通以及在线购物插件等方向的探索； || 您好！ 公司正在和相关产品接洽，并在内部开展创新及尝试，积极进行客服、社媒沟通以及在线购物插件等方向的探,人工智能在贵司有何应用？公司白酒的经营战略和市场开拓的模式怎样？ || 您好！公司ChatGPT、AI，正在和相关产品接洽，具体是谁，都有一些什么合作？谢谢！ || 您好！公司目前积极关注ChatGPT发展，并跟进相关产品的发展与应用，请问具体跟跟谁，已以落地时效，都有哪些合作？谢谢！,,
,,,,,,,QIAN00025,keep_candidate_strong_specific_initiative,1,4,,0,0,0,1,1,1,CSMAR01937_300366_20230411,300366,创意信息,2023-04-11,2023,csmar_investor_interaction,,大模型;大语言模型;盘古大模型;通义,ChatGPT;GPT;大模型;大语言模型;盘古大模型;通义,1,1,0,0,0,1,1,0,1,0,公司一直在做视觉数据处理相关技术研发，也应用在了城市治理、社会治理、智慧园区等诸多领域。 针对大模型，公司主要关注CV和NLP等相关技术的研究与应用落地。 || 您好，感谢您的关注。 公司一直有研究中心重点开展前沿技术研究和探索，包括但不限于深度学习、神经网络、大语言模型等技术。 公司有自建的MLOps AI能力平台，同时在积极探索与相关公司进行大模型相关技术合作、项目落地等。 公司MLOps AI能力平台在通用模型和大模型的基础之上，联通上层深度学习框架和底层AI硬件，实现数,"你好，公司在视觉数据处理上有相关技术储备吗？公司有哪些布局gpt 4相关产业技术 || chatgpt,贵司有没有技术研究，公司是否会成立专门研究部门，有没有计划跟哪家公司进行深入合作， || 贵司未来在人工智能领域有啥规划，目前是否有业务合作，贵司跟华为，微软是否有合作业务",,
,,,,,,,QIAN00026,review_possible_specific_initiative,1,3,,1,1,1,1,1,1,CSMAR02045_688355_20230414,688355,明志科技,2023-04-14,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,0,0,尊敬的投资者，您好！ “基于ChatGPT和虚拟现实融合的数字化工厂”是公司的设想和需求，希望随着人工智能技术的快速发展，通过将虚拟数字人导入MES系统，作为在生产制造领域智能化、智慧化管理的突破性落地应用实证，打通虚实融合，让生产制造各个领域的现场人员与虚拟数字人员工有效融合、协作，通过语音、感官等多维度直观交互，为行业产业赋能，从而大幅度提高生产效率，减轻现场人员的工作负担，让制造现场变得生动、有情感、有温度。 在准确、精准的基础上，让制造有趣。,尊敬的董秘，您好！公司是否有基于ChatGPT和虚拟现实融合的数字化工厂应用—设备及工艺环节。通过将虚拟数字人导入MES系统，作为在生产制造领域智能化、智慧化管理的突破性落地应用实证，打通虚实融合，让生产制造各个领域的现场人员与虚拟数字人员工有效融合、协作，通过语音、感官等多维度直观交互，为行业产业赋能，从而大幅度提高生产效率，减轻现场人员的工作负担，让制造,,
,,,,,,,QIAN00027,review_possible_specific_initiative,1,3,,0,0,0,1,1,1,CSMAR02281_301025_20230427,301025,,2023-04-27,2023,csmar_ir_meeting_qa,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,0,0,公司始终专注于主业发展，通过推进“创意工业化”持续提升经营效率。 对于 ChatGPT的应用，公司会谨慎评估其社会效益和经济效益的影响。 公司暂无 ChatGPT相关技术的应用，未来若有相关业务投入公司会及时进行披露，感谢您的关注。,公司在 chatGPT应用方面，做了或者预计做哪方面的工作？,,
,,,,,,,QIAN00028,keep_candidate_strong_specific_initiative,1,5,,1,1,1,1,2,2,CSMAR02328_600016_20230428,600016,民生银行,2023-04-28,2023,csmar_investor_interaction,,AIGC;ChatGPT;GPT;大模型,ChatGPT;GPT,1,1,0,0,0,1,1,1,1,0,尊敬的投资者，您好！ OpenAI公司的ChatGPT产品并未向中国开放。 AIGC（人工智能生成内容）是本行科技规划的新技术方向之一，类ChatGPT的大模型技术应用目前处于商业化初期，本行已对此开展技术预研孵化，并与国内知名IT企业合作，在营销内容创作、办公生产力、公共信息/知识检索、智能客服对话、技术工程辅助等方面开展内测，尝试使用其生成与创作能力。 鉴于目前该技术生成内容的可控性尚不足（可能出现虚假、误导、偏见、不良言论等），应用于直接面客业务的时机尚不成熟。,请问贵公司是否有将ChatGPT应用于公司业务，例如智能电话服务咨询等,,
,,,,,,,QIAN00029,keep_candidate_strong_specific_initiative,1,4,,1,1,1,1,1,1,CSMAR02329_600019_20230428,600019,宝钢股份,2023-04-28,2023,csmar_investor_interaction,,生成式人工智能,生成式AI,1,1,0,0,0,1,1,0,1,0,宝钢股份大力推进智慧制造，始终关注和紧跟IT技术最新发展趋势，并在钢铁制造领域融合应用。 我们已经注意到目前生成式人工智能技术处于快速爆发阶段，将会改变各行业生产方式和创新模式，大幅度提高工作效率。 我们会持续密切关注AI与工业的融合，在产品设计研发，经营决策，客户服务等领域探索、研究、应用。,请问公司如何看待生成式AI？宝钢公司是否把握这一次机会，谢谢！,,
,,,,,,,QIAN00030,review_possible_specific_initiative,1,3,,0,0,0,1,2,2,CSMAR02662_300288_20230512,300288,朗玛信息,2023-05-12,2023,csmar_investor_interaction,,大模型,大模型,1,1,0,0,0,1,1,0,0,0,您好！ 目前公司未进行大模型研发。 谢谢关注！,AI医疗大模型是否有进行研发？,,
,,,,,,,QIAN00031,keep_candidate_strong_specific_initiative,1,5,,0,0,0,1,1,1,CSMAR02686_603486_20230512,603486,科沃斯,2023-05-12,2023,csmar_investor_interaction,,大模型,ChatGPT;GPT;文心一言;通义;通义千问,1,1,0,0,0,1,1,0,1,1,从2021年X1系列扫地机器人开始，公司主流旗舰产品上即搭载了Yiko语音交互系统，提供用户基于自然语言处理AI的人机互动的新体验。 随着大模型的推广普及，我们的交互系统也将持续升级其智能属性，并结合产品的应用场景特点带给用户更多的价值。 谢谢！,公司的机器人产品未来是否会搭载自然语言处理ai，让机器人更智能，并提高产品卖点？例如chatgpt、通义千问与文心一言等,,
