manual_keep_qian_0_1,manual_exclusion_reason,manual_company_is_actor_0_1,manual_event_date_verified_0_1,manual_event_date_corrected,manual_initiative_type,manual_confidence_1_3,manual_notes,sec_code,sec_name,announcement_date,announcement_title,short_title,candidate_tier,qian_recall_score,query_terms,query_tiers,matched_genai_terms,title_exclusion_reason,announcement_content,action_snippet,denial_snippet,pdf_url,announcement_id,page_column,announcement_type,download_status,pdf_file,txt_file,pdf_bytes,text_chars,download_error,fulltext_matched_genai_terms,auto_pdf_label,auto_keep_likely_qian,title_event_flag,noisy_title_flag,context_action_flag,full_action_flag,company_actor_flag,denial_or_uncertain_flag,attention_only_flag,pdf_genai_context
,,,,,,,,2238,天威视讯,2025-03-28,天威视讯：天威视讯关于收购深圳市天擎数字有限责任公司70%股权暨关联交易的公告,天威视讯关于收购深圳市天擎数字有限责任公司70%股权暨关联交易的公告,priority_manual_event_candidate,7,AIGC,core_recall,AIGC,,立足于“视觉科技和数字创意”技术能力，以“文化数字内容创意”和“虚拟现实交互应用”为核心业务，通过拓展“AIGC,天威视讯：天威视讯关于收购深圳市天擎数字有限责任公司70%股权暨关联交易的公告 天威视讯关于收购深圳市天擎数字有限责任公司70%股权暨关联交易的公告 立足于“视觉科技和数字创意”技术能力,,https://static.cninfo.com.cn/finalpage/2025-03-29/1222942719.PDF,1222942719,SZZB,01010503||010112||011701||011719,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-03-28_002238_天威视讯_1222942719_天威视讯：天威视讯关于收购深圳市天擎数字有限责任公司70%股权暨关联交易的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-03-28_002238_天威视讯_1222942719_天威视讯：天威视讯关于收购深圳市天擎数字有限责任公司70%股权暨关联交易的公告.txt,489716,12048,,AIGC,likely_qian_initiative,1,1,0,1,1,1,0,0,议其他条款的放 弃。 六、本次收购暨关联交易必要性和目的以及对公司的影响 （一）必要性和目的 公司的主营业务按产品类型划分，可以分为有线电视服务、电视购物以及其 他。本次交易拟收购的标的公司是深圳广电集团旗下子公司，天擎数字深耕“文 化+科技”领域多年，立足于“视觉科技和数字创意”技术能力，以“文化数字 内容创意”和“虚拟现实交互应用”为核心业务，通过拓展“AIGC”创新技术， 形成自身市场竞争壁垒。公司的电视类业务与天擎数字影视特效制作和虚拟现实 交互应用业务可以形成协同，公司通过收购天擎数字可拓展公司“新文化”板块 业务在影视特效制作和虚拟现实领域的应用，进入更多高附加值的市场，为公司 带来新的增长点。 （二）对公司影响 1、本次交易有利于增强公司“新文化”板块的业务实力，充分发挥业务协 同，提升公司盈利能力和可持
,,,,,,,,2264,新 华 都,2025-05-14,新 华 都：关于与香港理工大学合作建设AI实验室的公告,关于与香港理工大学合作建设AI实验室的公告,priority_manual_event_candidate,6,大模型,broad_genai_recall,大模型;多模态大模型,,透过整合多模态大模型人工智能技术，改造互联网营销与消费者行为研究方法，提升营销精准性、消费者洞察及营运效率,新 华 都：关于与香港理工大学合作建设AI实验室的公告 关于与香港理工大学合作建设AI实验室的公告 透过整合多模态大模型人工智能技术，改造互联网营销与消费者行为研究方法，提升营销精准性、消费者洞,,https://static.cninfo.com.cn/finalpage/2025-05-15/1223543213.PDF,1223543213,SZZB,01010501||010112||012399,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-05-14_002264_新_华_都_1223543213_新_华_都：关于与香港理工大学合作建设AI实验室的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-05-14_002264_新_华_都_1223543213_新_华_都：关于与香港理工大学合作建设AI实验室的公告.txt,145103,1018,,大模型;多模态大模型,likely_qian_initiative,1,1,0,1,1,1,0,1,值与经济效益，公司全资子公司香港名饮科技发展有限公司（以 下简称“名饮科技”）与香港理工大学于近日签署了合作协议，双方将全力推动 在商业领域 AI 应用方向的技术开发与探索。旨在借助双方的专业能力，研发设 计基于先进的大型多模态人工智能技术的智能体软体（AI Agent），为互联网营 销与消费者行为研究领域提供高效资讯、个性化建议及量身定制的支持。透过整 合多模态大模型人工智能技术，改造互联网营销与消费者行为研究方法，提升营 销精准性、消费者洞察及营运效率。 二、其他事项 公司主营以数据研究为基础的互联网营销业务，包括全渠道电商销售服务、 产品研发及营销服务和数字营销服务等。公司通过不断积累、持续迭代，形成了 一套独有的互联网数据研究模式。基于电商场景和 AI 大模型集成了包括「知猪 侠」、 「久爱智行」、 「久爱智库」在 || 供高效资讯、个性化建议及量身定制的支持。透过整 合多模态大模型人工智能技术，改造互联网营销与消费者行为研究方法，提升营 销精准性、消费者洞察及营运效率。 二、其他事项 公司主营以数据研究为基础的互联网营销业务，包括全渠道电商销售服务、 产品研发及营销服务和数字营销服务等。公司通过不断积累、持续迭代，形成了 一套独有的互联网数据研究模式。基于电商场景和 AI 大模型集成了包括「知猪 侠」、 「久爱智行」、 「久爱智库」在内的系统集群，积极推动在服务客户端的商业 化应用，最大化企业数据资产价值，精准触达和转化目标客群，对存量消费者进 行精细化维护和运营。公司持续关注 AI 技术发展特别是在营销及电商领域的落 地，积极应用于运营管理、广告投放、设计、直播、客服、供应链等核心业务条 线，提升内容生产效率和质量，提高广告传播的
,,,,,,,,2278,神开股份,2025-06-20,神开股份：关于以现金方式收购北京蓝海智信能源技术有限公司51%股权的公告,关于以现金方式收购北京蓝海智信能源技术有限公司51%股权的公告,priority_manual_event_candidate,7,DeepSeek;大模型;智谱;模型备案;混元大模型,broad_genai_recall;core_recall;named_model;registry_recall,大模型;DeepSeek,,其技术研发体系通过 DeepSeek 大模型与自动化硬件的深度耦合，推动钻井作业从经验依赖向模型驱动的范式变革,神开股份：关于以现金方式收购北京蓝海智信能源技术有限公司51%股权的公告 关于以现金方式收购北京蓝海智信能源技术有限公司51%股权的公告 其技术研发体系通过 DeepSeek 大模型与自动,,https://static.cninfo.com.cn/finalpage/2025-06-21/1223954240.PDF,1223954240,SZZB,01010503||010112||011701,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-06-20_002278_神开股份_1223954240_神开股份：关于以现金方式收购北京蓝海智信能源技术有限公司51%股权的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-06-20_002278_神开股份_1223954240_神开股份：关于以现金方式收购北京蓝海智信能源技术有限公司51%股权的公告.txt,497398,17077,,大模型;DeepSeek,likely_qian_initiative,1,1,0,1,1,1,0,0,钻井技术是基于大数据、人 工智能、信息工程和控制理论等先进技术，通过地质-工程大数据、智能装备和智 能算法等与钻井场景的深度融合，实现钻井过程的精细表征、超前预测、闭环控制、 精准导向和智能决策等，从而大幅提高钻井效率、降低钻井成本，已成为油气行业 的变革性技术之一。 蓝海智信作为国内智能化钻井领域的标杆企业，具备数据驱动的实时建模与动 态优化能力、AI 与大模型驱动的智能优化能力以及地质工程协同化与远程作业能 力。其技术研发体系通过 DeepSeek 大模型与自动化硬件的深度耦合，推动钻井作 业从经验依赖向模型驱动的范式变革，技术架构不仅契合全球智能化钻井的演进趋 势（如远程化、自主化、少人化），更在薄储层钻遇、复杂工况预警等关键场景展 现出显著的商业化价值。 蓝海智信核心管理团队由具备国际化视野和丰富实战经验的资 || 数据、智能装备和智 能算法等与钻井场景的深度融合，实现钻井过程的精细表征、超前预测、闭环控制、 精准导向和智能决策等，从而大幅提高钻井效率、降低钻井成本，已成为油气行业 的变革性技术之一。 蓝海智信作为国内智能化钻井领域的标杆企业，具备数据驱动的实时建模与动 态优化能力、AI 与大模型驱动的智能优化能力以及地质工程协同化与远程作业能 力。其技术研发体系通过 DeepSeek 大模型与自动化硬件的深度耦合，推动钻井作 业从经验依赖向模型驱动的范式变革，技术架构不仅契合全球智能化钻井的演进趋 势（如远程化、自主化、少人化），更在薄储层钻遇、复杂工况预警等关键场景展 现出显著的商业化价值。 蓝海智信核心管理团队由具备国际化视野和丰富实战经验的资深专家组成，成 员均拥有斯伦贝谢等国际油服巨头工作背景，在油田地质导向、油藏建模及随钻测 || 能算法等与钻井场景的深度融合，实现钻井过程的精细表征、超前预测、闭环控制、 精准导向和智能决策等，从而大幅提高钻井效率、降低钻井成本，已成为油气行业 的变革性技术之一。 蓝海智信作为国内智能化钻井领域的标杆企业，具备数据驱动的实时建模与动 态优化能力、AI 与大模型驱动的智能优化能力以及地质工程协同化与远程作业能 力。其技术研发体系通过 DeepSeek 大模型与自动化硬件的深度耦合，推动钻井作 业从经验依赖向模型驱动的范式变革，技术架构不仅契合全球智能化钻井的演进趋 势（如远程化、自主化、少人化），更在薄储层钻遇、复杂工况预警等关键场景展 现出显著的商业化价值。 蓝海智信核心管理团队由具备国际化视野和丰富实战经验的资深专家组成，成 员均拥有斯伦贝谢等国际油服巨头工作背景，在油田地质导向、油藏建模及随钻测 5 井解
,,,,,,,,2290,禾盛新材,2025-08-01,禾盛新材：关于对外投资暨签署增资协议的公告,关于对外投资暨签署增资协议的公告,priority_manual_event_candidate,7,DeepSeek;混元大模型,broad_genai_recall;core_recall,大模型;DeepSeek,,并成功合作供货北京庭宇科技有限公司；完成大模型一体机的联合开发及客户拓展，目前已经成功开发基于熠知电子 CPU 的DEEPSEEK,禾盛新材：关于对外投资暨签署增资协议的公告 关于对外投资暨签署增资协议的公告 并成功合作供货北京庭宇科技有限公司；完成大模型一体机的联合开发及客户拓展，目前已经成功开发基于熠知电子 ,,https://static.cninfo.com.cn/finalpage/2025-08-02/1224368325.PDF,1224368325,SZZB,01010503||010112||011705,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-08-01_002290_禾盛新材_1224368325_禾盛新材：关于对外投资暨签署增资协议的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-08-01_002290_禾盛新材_1224368325_禾盛新材：关于对外投资暨签署增资协议的公告.txt,612446,11736,,大模型;DeepSeek,likely_qian_initiative,1,1,0,1,1,1,0,0,包括一代 TF16000 系列 融合处理器及服务器和二代 TF7000 系列融合处理器及相应板卡。正在研发并即 将推出第三代 TF9000 系列融合处理器及板卡产品。熠知电子产品概况如下： CPU 架 产品类型 NPU 架构 产品特征 应用场景 构 拟推出的第三代 CPU+NPU 混合 互联网，游 9000 系列融 算力芯片，主力优化于通用云计 ARM 戏，大模型 合处理器及板 TFMX 算，大模型一体化等 AI 智算领 V9 一体机，工 卡【在研】 域。是一款具有高性能、超高性价 厂智能化等 比的算力芯片。 内置多个处理器核心，集成通用 AI、云计 7000 系列融 的高性能外设接口，拥有完善的 ARM 算、物联 合处理器及板 TFACC2.0 软硬件生态环境和完备的系统安 V8.2 网、信息服 卡【在售】 全机制 || 处理器及服务器和二代 TF7000 系列融合处理器及相应板卡。正在研发并即 将推出第三代 TF9000 系列融合处理器及板卡产品。熠知电子产品概况如下： CPU 架 产品类型 NPU 架构 产品特征 应用场景 构 拟推出的第三代 CPU+NPU 混合 互联网，游 9000 系列融 算力芯片，主力优化于通用云计 ARM 戏，大模型 合处理器及板 TFMX 算，大模型一体化等 AI 智算领 V9 一体机，工 卡【在研】 域。是一款具有高性能、超高性价 厂智能化等 比的算力芯片。 内置多个处理器核心，集成通用 AI、云计 7000 系列融 的高性能外设接口，拥有完善的 ARM 算、物联 合处理器及板 TFACC2.0 软硬件生态环境和完备的系统安 V8.2 网、信息服 卡【在售】 全机制，适用于数据计算和事务 务等 处理等 || 计完成 3 代处理器芯片的 设计，目前在售芯片已获得知名互联网公司、运营商、金融企业等终端客户的广 泛认可，产品竞争力较强。熠知电子系国内少数已商业落地 ARM 服务器处理器 芯片公司，熠知 TF7000 系列实测性能达到国内先进水平，可同时覆盖人工智能、 云计算、边缘计算多场景。同时，熠知电子已与国内多个知名 GPU 研发企业完 成产品适配，在算力服务器、大模型一体机方面建立了稳固合作关系。 熠知电子是国产化处理器领域的核心企业之一，拥有先进的处理器架构，产 品应用于多个行业，立志设计融合一流 AI 算法和先进制程工艺的智能芯片，并 且以此构建人工智能硬件平台，提供行业应用解决方案。 3、熠知电子股权结构 截至本公告披露日，熠知电子经工商登记在册的股东及股权结构如下： 认缴出资额 序号 股东名称 出资比例 （人民币 || 得知名互联网公司、运营商、金融企业等 终端客户的广泛认可，产品竞争力较强。 公司与熠知电子的业务具有一定的协同性。本公司控股子公司上海海曦技术 有限公司（以下简称“海曦技术”）与熠知电子很早即已开展技术和业务合作， 包括高端服务器研发及推广，并成功合作供货北京庭宇科技有限公司；完成大模 型一体机的联合开发及客户拓展，目前已经成功开发基于熠知电子 CPU 的 DEEPSEEK 一体机，并逐步开展客户导入。基于成功的业务合作，海曦技术及本 公司了解到熠知电子的产品、管理团队、业务竞争力等详细情况，看好熠知电子 的发展前景，因此拟通过投资熠知电子进一步绑定业务合作关系，共同拓展 AI 时代芯片及算力领域的市场机遇。 未来海曦技术可以与熠知电子通过协同设计，通过软硬件适配、工艺优化等 合作方式，促进双方产品在性能、功耗、客户服务等方面
,,,,,,,,2294,信立泰,2024-11-22,信立泰：关于向参股公司普瑞基准科技（北京）有限公司增资的公告,关于向参股公司普瑞基准科技（北京）有限公司增资的公告,priority_manual_event_candidate,7,大模型;大语言模型;模型备案;生成式AI;语言大模型,broad_genai_recall;core_recall;registry_recall,生成式 AI,,普瑞基准还开发了新型模块化生成式 AI 工具 ProT-Diff 等模块，其中，ProT-Diff 集成蛋白质语言模型与扩散模型,公告 关于向参股公司普瑞基准科技（北京）有限公司增资的公告 普瑞基准还开发了新型模块化生成式 AI 工具 ProT-Diff 等模块，其中，ProT-Diff 集成蛋白质语言模型与扩散模型,,https://static.cninfo.com.cn/finalpage/2024-11-23/1221816804.PDF,1221816804,SZZB,01010503||010112||011705,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2024-11-22_002294_信立泰_1221816804_信立泰：关于向参股公司普瑞基准科技（北京）有限公司增资的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2024-11-22_002294_信立泰_1221816804_信立泰：关于向参股公司普瑞基准科技（北京）有限公司增资的公告.txt,385708,15196,,生成式 AI,likely_qian_initiative,1,1,0,1,1,1,0,1,实验室服务和伴随诊断开发 方面具备独特技术。其自主研发的多组学数据分析平台 AIBERT®，整合海量的 多组学数据资源，运用先进的生物信息学及深度学习算法，通过组学数据挖掘、 分析，有望为肿瘤药物研发（包括靶点发现及评估、适应症选择及拓展、生物标 志物发现、耐药机制研究及药物联用方案探索等）提供决策依据，助力差异化开 发策略的制定。普瑞基准还开发了新型模块化生成式 AI 工具 ProT-Diff 等模块， 其中，ProT-Diff 集成蛋白质语言模型与扩散模型，无需具备结构生物学等先验 知识，显著降低了对数据训练和算力资源的需求，为快速生成各类功能肽、DNA 序列、RNA 序列提供了潜在的可能性，拓宽了新药开发的视野。 此外，普瑞基准依托 ISO9001、ISO13485、中国 NCCL、欧洲 EMQN 和美 国 CAP、
,,,,,,,,2325,*ST洪涛,2024-05-30,*ST洪涛：关于临时管理人公开招募和遴选重整投资人的公告,关于临时管理人公开招募和遴选重整投资人的公告,priority_manual_event_candidate,7,大模型,broad_genai_recall,大模型;行业大模型,,同时有效整合重整投资人的产业资源，协助洪涛集团实现产业转型升级，在公司传统主业、新基建、城市更新、智慧家居和数智化装饰行业大模型等方面提供赋能,*ST洪涛：关于临时管理人公开招募和遴选重整投资人的公告 关于临时管理人公开招募和遴选重整投资人的公告 同时有效整合重整投资人的产业资源，协助洪涛集团实现产业转型升级，在公司传统主业、新基建、城市更新、智慧家,,https://static.cninfo.com.cn/finalpage/2024-05-31/1220213394.PDF,1220213394,SZZB,01010501||010112||012399,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2024-05-30_002325__ST洪涛_1220213394__ST洪涛：关于临时管理人公开招募和遴选重整投资人的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2024-05-30_002325__ST洪涛_1220213394__ST洪涛：关于临时管理人公开招募和遴选重整投资人的公告.txt,241914,6848,,大模型;行业大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,有较高重整价值。 二、招募和遴选重整投资人的目的 本次招募重整投资人的目的在于为洪涛集团引入投资人，由重整投资人提供资 金化解公司的流动性困难和债务危机，全面优化洪涛集团的资产和债务结构，切实 保障职工、债权人、股东等相关主体的合法权益；同时有效整合重整投资人的产业 资源，协助洪涛集团实现产业转型升级，在公司传统主业、新基建、城市更新、智 慧家居和数智化装饰行业大模型等方面提供赋能。 三、报名条件 （一）主体资格 1.意向重整投资人应为依法成立且合法存续的企业法人或非法人组织（不包括 分支机构）。 2.意向重整投资人应具有良好的信用记录，未被列入失信被执行人名单或被采 取限制高消费措施，未被采取证券市场禁入措施，最近三年无重大违法行为且未涉 嫌重大违法行为。 3.如法律法规、监管政策对意向重整投资人的主体资格有其他规定的
,,,,,,,,2392,北京利尔,2025-05-12,北京利尔：关于与关联方共同投资暨关联交易的公告,关于与关联方共同投资暨关联交易的公告,priority_manual_event_candidate,6,大模型;模型备案,broad_genai_recall;registry_recall,大模型,,人工智能产业中，AI芯片层为整个产业提供算力基础支撑，未来随着大模型的训练与推理以及 AI 相关应用的不断增加,北京利尔：关于与关联方共同投资暨关联交易的公告 关于与关联方共同投资暨关联交易的公告 人工智能产业中，AI芯片层为整个产业提供算力基础支撑，未来随着大模型的训练与推理以及 AI 相关应用的不,,https://static.cninfo.com.cn/finalpage/2025-05-13/1223529285.PDF,1223529285,SZZB,01010503||010112||011705||011719,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-05-12_002392_北京利尔_1223529285_北京利尔：关于与关联方共同投资暨关联交易的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-05-12_002392_北京利尔_1223529285_北京利尔：关于与关联方共同投资暨关联交易的公告.txt,418142,8839,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,1,议约定支付增资款的，除本协议另有约定和目标公司另 行同意外，每延期一（1）日，应按其应付未付金额的千分之一（0.1%）向目标 公司支付滞纳金。 六、交易目的和对上市公司的影响 公司在稳定发展高温材料主业的同时，长期以来持续关注符合国家政策导向 行业的发展趋势，寻求具有较好发展潜力行业的投资机会。人工智能产业中，AI 芯片层为整个产业提供算力基础支撑，未来随着大模型的训练与推理以及 AI 相 关应用的不断增加，对于 AI 算力以及对应 AI 芯片的需求将持续增长。在全球科 技竞争加剧的背景下，国产替代成为趋势，国内 AI 芯片企业迎来发展机遇。公 司看好国产 AI 芯片未来的市场空间，同时也认可上海阵量的技术实力与发展前 景。 本次交易符合公司布局新兴产业的战略规划安排，有利于公司在新兴产业领 域的发展。公司本次投资资
,,,,,,,,2421,达实智能,2025-04-08,达实智能：关于深圳机场至大亚湾城际客票系统项目中标的公告,关于深圳机场至大亚湾城际客票系统项目中标的公告,priority_manual_event_candidate,6,大模型,broad_genai_recall,大模型,,转变为闸机动态实时高精度预防，降低客伤事件发生率；优化智慧客服功能，所有车站应用开放式客服中心、乘客自助服务设备，综合利用大模型,达实智能：关于深圳机场至大亚湾城际客票系统项目中标的公告 关于深圳机场至大亚湾城际客票系统项目中标的公告 转变为闸机动态实时高精度预防，降低客伤事件发生率；优化智慧客服功能，所有车站应用开放式客服中心、乘客自助,,https://static.cninfo.com.cn/finalpage/2025-04-09/1223030228.PDF,1223030228,SZZB,01010503||010112||012327,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-04-08_002421_达实智能_1223030228_达实智能：关于深圳机场至大亚湾城际客票系统项目中标的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-04-08_002421_达实智能_1223030228_达实智能：关于深圳机场至大亚湾城际客票系统项目中标的公告.txt,162532,2071,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,大、与深圳地铁换乘车站多、公交化运营的特点。 公司将采用基于 AI 技术的视觉通行控制系统，对乘客从闸机通行的场景进行智 能分析，从而有效规避乘客或物体与扇门相碰撞、乘客反向闯入闸机、乘客紧挨 通行未识别等情况，将客伤预防从人为干预，转变为闸机动态实时高精度预防， 降低客伤事件发生率；优化智慧客服功能，所有车站应用开放式客服中心、乘客 自助服务设备，综合利用大模型、生物识别等 AI 技术，提升服务效率与质量、 降低运营成本；采用智慧换乘闸机，实现全国首创的城际铁路与地铁间简易换乘， 一次过闸既可完成城际铁路与地铁间进出站，便利城际铁路与地铁间数据清分的 同时，大大提升乘客通行效率。 3. 巩固订单积累，提升公司业绩 本项目金额 5647.01 万元，占公司 2023 年度经审计营业收入的 1.47%， 合同正式签署并
,,,,,,,,2421,达实智能,2025-05-07,达实智能：关于深圳机场至大亚湾城际客票系统项目签约的公告,关于深圳机场至大亚湾城际客票系统项目签约的公告,priority_manual_event_candidate,6,大模型,broad_genai_recall,大模型,,转变为闸机动态实时高精度预防，降低客伤事件发生率；优化智慧客服功能，所有车站应用开放式客服中心、乘客自助服务设备，综合利用大模型,至大亚湾城际客票系统项目签约的公告 关于深圳机场至大亚湾城际客票系统项目签约的公告 转变为闸机动态实时高精度预防，降低客伤事件发生率；优化智慧客服功能，所有车站应用开放式客服中心、乘客自助服务设备，综合利用大模型,,https://static.cninfo.com.cn/finalpage/2025-05-08/1223487893.PDF,1223487893,SZZB,01010503||010112||012327,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-05-07_002421_达实智能_1223487893_达实智能：关于深圳机场至大亚湾城际客票系统项目签约的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-05-07_002421_达实智能_1223487893_达实智能：关于深圳机场至大亚湾城际客票系统项目签约的公告.txt,170189,2295,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,大、与深圳地铁换乘车站多、公交化运营的特点。公司 将采用基于 AI 技术的视觉通行控制系统，对乘客从闸机通行的场景进行智能分 析，从而有效规避乘客或物体与扇门相碰撞、乘客反向闯入闸机、乘客紧挨通行 未识别等情况，将客伤预防从人为干预，转变为闸机动态实时高精度预防，降低 客伤事件发生率；优化智慧客服功能，所有车站应用开放式客服中心、乘客自助 服务设备，综合利用大模型、生物识别等 AI 技术，提升服务效率与质量、降低 运营成本；采用智慧换乘闸机，实现全国首创的城际铁路与地铁间简易换乘，一 次过闸即可完成城际铁路与地铁间进出站，便利城际铁路与地铁间数据清分的同 时，大大提升乘客通行效率。 3. 巩固订单积累，提升公司业绩 本项目金额 5647.01 万元，占公司 2024 年度经审计营业收入的 1.78%， 合同实施虽不会
,,,,,,,,2421,达实智能,2025-07-02,达实智能：关于世锦园区智能化项目签约的公告,关于世锦园区智能化项目签约的公告,priority_manual_event_candidate,6,大模型;大语言模型;生成式AI;语言大模型,broad_genai_recall;core_recall,大模型;语言大模型;生成式 AI,,技术实践，2025 年 AIoT 智能物联网管控平台 V7 版本成功应用了生成式 AI，接入多个国产语言大模型,达实智能：关于世锦园区智能化项目签约的公告 关于世锦园区智能化项目签约的公告 技术实践，2025 年 AIoT 智能物联网管控平台 V7 版本成功应用了生成式 AI，接入多个国产语言大模型,,https://static.cninfo.com.cn/finalpage/2025-07-03/1224067436.PDF,1224067436,SZZB,01010503||010112||012327,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-07-02_002421_达实智能_1224067436_达实智能：关于世锦园区智能化项目签约的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-07-02_002421_达实智能_1224067436_达实智能：关于世锦园区智能化项目签约的公告.txt,195404,2458,,大模型;语言大模型;生成式 AI,likely_qian_initiative,1,1,0,1,1,1,0,0,企业园区领域，公司率先推出 并实施基于“物联网+AI”的智慧建筑解决方案，在智慧建筑行业应用已覆盖全 国 30 个省级行政区、200 多个城市、3000 多个项目，依托字节跳动、唯品会、 招商银行、三七互娱、小米等打造了多个项目标杆。公司智慧园区创新方案的迭 代升级充分融入了 AI 技术实践，2025 年 AIoT 智能物联网管控平台 V7 版本成 功应用了生成式 AI，接入多个国产语言大模型，已经实现智能对话、智能控制 和智能分析。公司将基于本项目助力世锦园区的数字化转型和智能化升级，打造 绿色智慧的制造业园区标杆。 2. 响应国家政策，市场前景广阔 近年来，国家高度重视企业园区及总部数字化平台建设，将其视为推动产业 转型升级、赋能实体经济高质量发展的重要抓手。在《“十四五”数字经济发展 规划》等政策框架下，政府明确提出 || 并实施基于“物联网+AI”的智慧建筑解决方案，在智慧建筑行业应用已覆盖全 国 30 个省级行政区、200 多个城市、3000 多个项目，依托字节跳动、唯品会、 招商银行、三七互娱、小米等打造了多个项目标杆。公司智慧园区创新方案的迭 代升级充分融入了 AI 技术实践，2025 年 AIoT 智能物联网管控平台 V7 版本成 功应用了生成式 AI，接入多个国产语言大模型，已经实现智能对话、智能控制 和智能分析。公司将基于本项目助力世锦园区的数字化转型和智能化升级，打造 绿色智慧的制造业园区标杆。 2. 响应国家政策，市场前景广阔 近年来，国家高度重视企业园区及总部数字化平台建设，将其视为推动产业 转型升级、赋能实体经济高质量发展的重要抓手。在《“十四五”数字经济发展 规划》等政策框架下，政府明确提出支持企业构建智能化运营管
